EVENT,BOUT,URL,EVENT_NUMBER,MAIN_FIGHTER_1,MAIN_FIGHTER_2
UFC Fight Night: Fight for the Troops 3,Rustam Khabilov vs. Jorge Masvidal,http://ufcstats.com/fight-details/dbc3afd71525c83d,,Rustam Khabilov,Jorge Masvidal
UFC Fight Night: Fight for the Troops 3,Michael Chiesa vs. Colton Smith,http://ufcstats.com/fight-details/0cd79ea89d5931d0,,Michael Chiesa,Colton Smith
UFC Fight Night: Fight for the Troops 3,Bobby Green vs. James Krause,http://ufcstats.com/fight-details/2bcb1b0b05e2c739,,Bobby Green,James Krause
UFC Fight Night: Fight for the Troops 3,Francisco Rivera vs. George Roop,http://ufcstats.com/fight-details/dc3deae609874677,,Francisco Rivera,George Roop
UFC Fight Night: Fight for the Troops 3,Dennis Bermudez vs. Steven Siler,http://ufcstats.com/fight-details/ce30634422a264f9,,Dennis Bermudez,Steven Siler
UFC Fight Night: Fight for the Troops 3,Amanda Nunes vs. Germaine de Randamie,http://ufcstats.com/fight-details/add991cb839af4ed,,Amanda Nunes,Germaine de Randamie
UFC Fight Night: Fight for the Troops 3,Lorenz Larkin vs. Chris Camozzi,http://ufcstats.com/fight-details/ef97cccf28cf00a8,,Lorenz Larkin,Chris Camozzi
UFC Fight Night: Fight for the Troops 3,Yves Edwards vs. Yancy Medeiros,http://ufcstats.com/fight-details/ab18079c7c0040fb,,Yves Edwards,Yancy Medeiros
UFC Fight Night: Fight for the Troops 3,Seth Baczynski vs. Neil Magny,http://ufcstats.com/fight-details/6017ccf5fa09da34,,Seth Baczynski,Neil Magny
UFC Fight Night: Fight for the Troops 3,Derek Brunson vs. Brian Houston,http://ufcstats.com/fight-details/20a83369ee44e1d4,,Derek Brunson,Brian Houston
UFC Fight Night: Machida vs Munoz,Lyoto Machida vs. Mark Munoz,http://ufcstats.com/fight-details/49d065270f57ad99,,Lyoto Machida,Mark Munoz
UFC Fight Night: Machida vs Munoz,Ross Pearson vs. Melvin Guillard,http://ufcstats.com/fight-details/b25662d83e6d4c3b,,Ross Pearson,Melvin Guillard
UFC Fight Night: Machida vs Munoz,Jimi Manuwa vs. Ryan Jimmo,http://ufcstats.com/fight-details/c33671cab408184b,,Jimi Manuwa,Ryan Jimmo
UFC Fight Night: Machida vs Munoz,Norman Parke vs. Jon Tuck,http://ufcstats.com/fight-details/a34dc365302238e8,,Norman Parke,Jon Tuck
UFC Fight Night: Machida vs Munoz,Nicholas Musoke vs. Alessio Sakara,http://ufcstats.com/fight-details/2a50b91600e87994,,Nicholas Musoke,Alessio Sakara
UFC Fight Night: Machida vs Munoz,John Lineker vs. Phil Harris,http://ufcstats.com/fight-details/4c0718f12ca664bb,,John Lineker,Phil Harris
UFC Fight Night: Machida vs Munoz,Al Iaquinta vs. Piotr Hallmann,http://ufcstats.com/fight-details/22fdf7a08691db5d,,Al Iaquinta,Piotr Hallmann
UFC Fight Night: Machida vs Munoz,Luke Barnatt vs. Andrew Craig,http://ufcstats.com/fight-details/6fbd9d599d638106,,Luke Barnatt,Andrew Craig
UFC Fight Night: Machida vs Munoz,Jessica Andrade vs. Rosi Sexton,http://ufcstats.com/fight-details/5364d1537fc7d5aa,,Jessica Andrade,Rosi Sexton
UFC Fight Night: Machida vs Munoz,Cole Miller vs. Andy Ogle,http://ufcstats.com/fight-details/0051d7fbb7893d27,,Cole Miller,Andy Ogle
UFC Fight Night: Machida vs Munoz,Jimy Hettes vs. Robert Whiteford,http://ufcstats.com/fight-details/ce9e10ad39976287,,Jimy Hettes,Robert Whiteford
UFC Fight Night: Machida vs Munoz,Brad Scott vs. Michael Kuiper,http://ufcstats.com/fight-details/46c89e7e886cdc5b,,Brad Scott,Michael Kuiper
UFC 166: Velasquez vs Dos Santos 3,Cain Velasquez vs. Junior Dos Santos,http://ufcstats.com/fight-details/0bdc4e7ce6687367,166,Cain Velasquez,Junior Dos Santos
UFC 166: Velasquez vs Dos Santos 3,Daniel Cormier vs. Roy Nelson,http://ufcstats.com/fight-details/e7cb40d82d987b9e,166,Daniel Cormier,Roy Nelson
UFC 166: Velasquez vs Dos Santos 3,Gilbert Melendez vs. Diego Sanchez,http://ufcstats.com/fight-details/340d5e6f22ff6ac4,166,Gilbert Melendez,Diego Sanchez
UFC 166: Velasquez vs Dos Santos 3,Gabriel Gonzaga vs. Shawn Jordan,http://ufcstats.com/fight-details/ed53922429a19c99,166,Gabriel Gonzaga,Shawn Jordan
UFC 166: Velasquez vs Dos Santos 3,John Dodson vs. Darrell Montague,http://ufcstats.com/fight-details/eba86a4ea6128840,166,John Dodson,Darrell Montague
UFC 166: Velasquez vs Dos Santos 3,Tim Boetsch vs. CB Dollaway,http://ufcstats.com/fight-details/fffa21388cdd78b7,166,Tim Boetsch,CB Dollaway
UFC 166: Velasquez vs Dos Santos 3,Hector Lombard vs. Nate Marquardt,http://ufcstats.com/fight-details/2a5fd0e2728967a5,166,Hector Lombard,Nate Marquardt
UFC 166: Velasquez vs Dos Santos 3,Sarah Kaufman vs. Jessica Eye,http://ufcstats.com/fight-details/c9eb00b7efdc7559,166,Sarah Kaufman,Jessica Eye
UFC 166: Velasquez vs Dos Santos 3,KJ Noons vs. George Sotiropoulos,http://ufcstats.com/fight-details/ed9d7d85a5ae06b1,166,KJ Noons,George Sotiropoulos
UFC 166: Velasquez vs Dos Santos 3,Adlan Amagov vs. TJ Waldburger,http://ufcstats.com/fight-details/2443d8aa86f0070d,166,Adlan Amagov,TJ Waldburger
UFC 166: Velasquez vs Dos Santos 3,Tony Ferguson vs. Mike Rio,http://ufcstats.com/fight-details/58b7b23b46f4ccd6,166,Tony Ferguson,Mike Rio
UFC 166: Velasquez vs Dos Santos 3,Andre Fili vs. Jeremy Larsen,http://ufcstats.com/fight-details/f11ca082c924464c,166,Andre Fili,Jeremy Larsen
UFC 166: Velasquez vs Dos Santos 3,Kyoji Horiguchi vs. Dustin Pague,http://ufcstats.com/fight-details/e1ccf09c055bac01,166,Kyoji Horiguchi,Dustin Pague
UFC Fight Night: Maia vs Shields,Jake Shields vs. Demian Maia,http://ufcstats.com/fight-details/a41ba2624191bf23,,Jake Shields,Demian Maia
UFC Fight Night: Maia vs Shields,Dong Hyun Kim vs. Erick Silva,http://ufcstats.com/fight-details/3fc3179cd800128e,,Dong Hyun Kim,Erick Silva
UFC Fight Night: Maia vs Shields,Thiago Silva vs. Matt Hamill,http://ufcstats.com/fight-details/adede42d4c20494c,,Thiago Silva,Matt Hamill
UFC Fight Night: Maia vs Shields,Fabio Maldonado vs. Joey Beltran,http://ufcstats.com/fight-details/fecf9c7a4e965690,,Fabio Maldonado,Joey Beltran
UFC Fight Night: Maia vs Shields,Rousimar Palhares vs. Mike Pierce,http://ufcstats.com/fight-details/e0ca5ac323768da0,,Rousimar Palhares,Mike Pierce
UFC Fight Night: Maia vs Shields,Raphael Assuncao vs. TJ Dillashaw,http://ufcstats.com/fight-details/9ad2dde9c35d3cc4,,Raphael Assuncao,TJ Dillashaw
UFC Fight Night: Maia vs Shields,Igor Araujo vs. Ildemar Alcantara,http://ufcstats.com/fight-details/676590832dc86748,,Igor Araujo,Ildemar Alcantara
UFC Fight Night: Maia vs Shields,Yan Cabral vs. David Mitchell,http://ufcstats.com/fight-details/3e610c7a2ab31acd,,Yan Cabral,David Mitchell
UFC Fight Night: Maia vs Shields,Chris Cariaso vs. Iliarde Santos,http://ufcstats.com/fight-details/3a8baa48c9b30d47,,Chris Cariaso,Iliarde Santos
UFC Fight Night: Maia vs Shields,Alan Patrick vs. Garett Whiteley,http://ufcstats.com/fight-details/79e7b986601fdd2a,,Alan Patrick,Garett Whiteley
UFC 165: Jones vs Gustafsson,Jon Jones vs. Alexander Gustafsson,http://ufcstats.com/fight-details/0aa5be9d0e75dd42,165,Jon Jones,Alexander Gustafsson
UFC 165: Jones vs Gustafsson,Renan Barao vs. Eddie Wineland,http://ufcstats.com/fight-details/1019f330bdecfc65,165,Renan Barao,Eddie Wineland
UFC 165: Jones vs Gustafsson,Brendan Schaub vs. Matt Mitrione,http://ufcstats.com/fight-details/c0a5eeb0be0049bb,165,Brendan Schaub,Matt Mitrione
UFC 165: Jones vs Gustafsson,Francis Carmont vs. Constantinos Philippou,http://ufcstats.com/fight-details/d9834a03626a3c06,165,Francis Carmont,Constantinos Philippou
UFC 165: Jones vs Gustafsson,Khabib Nurmagomedov vs. Pat Healy,http://ufcstats.com/fight-details/ca2b48fd007126e0,165,Khabib Nurmagomedov,Pat Healy
UFC 165: Jones vs Gustafsson,Myles Jury vs. Mike Ricci,http://ufcstats.com/fight-details/b3bb90f5a2aa0d7c,165,Myles Jury,Mike Ricci
UFC 165: Jones vs Gustafsson,Wilson Reis vs. Ivan Menjivar,http://ufcstats.com/fight-details/e37368ff2a7a71f6,165,Wilson Reis,Ivan Menjivar
UFC 165: Jones vs Gustafsson,Stephen Thompson vs. Chris Clements,http://ufcstats.com/fight-details/a95be3943ea0f691,165,Stephen Thompson,Chris Clements
UFC 165: Jones vs Gustafsson,Mitch Gagnon vs. Dustin Kimura,http://ufcstats.com/fight-details/0d857bd8245f9d31,165,Mitch Gagnon,Dustin Kimura
UFC 165: Jones vs Gustafsson,John Makdessi vs. Renee Forte,http://ufcstats.com/fight-details/d3f9262901219944,165,John Makdessi,Renee Forte
UFC 165: Jones vs Gustafsson,Michel Prazeres vs. Jesse Ronson,http://ufcstats.com/fight-details/5b2cc17158d77f07,165,Michel Prazeres,Jesse Ronson
UFC 165: Jones vs Gustafsson,Alex Caceres vs. Roland Delorme,http://ufcstats.com/fight-details/a605d4153c7dbd84,165,Alex Caceres,Roland Delorme
UFC 165: Jones vs Gustafsson,Daniel Omielanczuk vs. Nandor Guelmino,http://ufcstats.com/fight-details/c3b1653fb5e101e0,165,Daniel Omielanczuk,Nandor Guelmino
UFC Fight Night: Teixeira vs Bader,Glover Teixeira vs. Ryan Bader,http://ufcstats.com/fight-details/8456a02bd3621837,,Glover Teixeira,Ryan Bader
UFC Fight Night: Teixeira vs Bader,Jacare Souza vs. Yushin Okami,http://ufcstats.com/fight-details/9166d2f99369c06b,,Jacare Souza,Yushin Okami
UFC Fight Night: Teixeira vs Bader,Joseph Benavidez vs. Jussier Formiga,http://ufcstats.com/fight-details/bbcb7b5ca439bebb,,Joseph Benavidez,Jussier Formiga
UFC Fight Night: Teixeira vs Bader,Piotr Hallmann vs. Francisco Trinaldo,http://ufcstats.com/fight-details/5aeac72404dd7c6d,,Piotr Hallmann,Francisco Trinaldo
UFC Fight Night: Teixeira vs Bader,Rafael Natal vs. Tor Troeng,http://ufcstats.com/fight-details/d67dadf630c36f18,,Rafael Natal,Tor Troeng
UFC Fight Night: Teixeira vs Bader,Ali Bagautinov vs. Marcos Vinicius,http://ufcstats.com/fight-details/46aa72d0ccd2be0a,,Ali Bagautinov,Marcos Vinicius
UFC Fight Night: Teixeira vs Bader,Edimilson Souza vs. Felipe Arantes,http://ufcstats.com/fight-details/5df777be98ea09de,,Edimilson Souza,Felipe Arantes
UFC Fight Night: Teixeira vs Bader,Lucas Martins vs. Ramiro Hernandez,http://ufcstats.com/fight-details/b8e1a9db956e245b,,Lucas Martins,Ramiro Hernandez
UFC Fight Night: Teixeira vs Bader,Elias Silverio vs. Joao Zeferino,http://ufcstats.com/fight-details/e706a0fca8e82288,,Elias Silverio,Joao Zeferino
UFC Fight Night: Teixeira vs Bader,Ivan Jorge vs. Keith Wisniewski,http://ufcstats.com/fight-details/563adcb4abd48f6b,,Ivan Jorge,Keith Wisniewski
UFC Fight Night: Teixeira vs Bader,Sean Spencer vs. Yuri Villefort,http://ufcstats.com/fight-details/95d86cec2a7124b3,,Sean Spencer,Yuri Villefort
UFC 164: Henderson vs Pettis 2,Anthony Pettis vs. Benson Henderson,http://ufcstats.com/fight-details/fa084335b5f87627,164,Anthony Pettis,Benson Henderson
UFC 164: Henderson vs Pettis 2,Josh Barnett vs. Frank Mir,http://ufcstats.com/fight-details/aac887ea8a83d7a4,164,Josh Barnett,Frank Mir
UFC 164: Henderson vs Pettis 2,Chad Mendes vs. Clay Guida,http://ufcstats.com/fight-details/fef6b147d5fb90bd,164,Chad Mendes,Clay Guida
UFC 164: Henderson vs Pettis 2,Ben Rothwell vs. Brandon Vera,http://ufcstats.com/fight-details/4dc03e76536b85e5,164,Ben Rothwell,Brandon Vera
UFC 164: Henderson vs Pettis 2,Dustin Poirier vs. Erik Koch,http://ufcstats.com/fight-details/af51920a3e176995,164,Dustin Poirier,Erik Koch
UFC 164: Henderson vs Pettis 2,Gleison Tibau vs. Jamie Varner,http://ufcstats.com/fight-details/7b13fdc889028e66,164,Gleison Tibau,Jamie Varner
UFC 164: Henderson vs Pettis 2,Tim Elliott vs. Louis Gaudinot,http://ufcstats.com/fight-details/336670b46f343d65,164,Tim Elliott,Louis Gaudinot
UFC 164: Henderson vs Pettis 2,Hyun Gyu Lim vs. Pascal Krauss,http://ufcstats.com/fight-details/66a99e85803efd92,164,Hyun Gyu Lim,Pascal Krauss
UFC 164: Henderson vs Pettis 2,Chico Camus vs. Kyung Ho Kang,http://ufcstats.com/fight-details/6ce1b33bccdfa676,164,Chico Camus,Kyung Ho Kang
UFC 164: Henderson vs Pettis 2,Soa Palelei vs. Nikita Krylov,http://ufcstats.com/fight-details/b4555cd5b5d2a53f,164,Soa Palelei,Nikita Krylov
UFC 164: Henderson vs Pettis 2,Al Iaquinta vs. Ryan Couture,http://ufcstats.com/fight-details/9cd973a0a6c1cd5c,164,Al Iaquinta,Ryan Couture
UFC 164: Henderson vs Pettis 2,Magnus Cedenblad vs. Jared Hamman,http://ufcstats.com/fight-details/98903717ea3dfc24,164,Magnus Cedenblad,Jared Hamman
UFC Fight Night: Condit vs Kampmann 2,Carlos Condit vs. Martin Kampmann,http://ufcstats.com/fight-details/bfef39e6493f6487,,Carlos Condit,Martin Kampmann
UFC Fight Night: Condit vs Kampmann 2,Rafael Dos Anjos vs. Donald Cerrone,http://ufcstats.com/fight-details/ca17e1385ef98e57,,Rafael Dos Anjos,Donald Cerrone
UFC Fight Night: Condit vs Kampmann 2,Kelvin Gastelum vs. Brian Melancon,http://ufcstats.com/fight-details/f0d839f6d712a233,,Kelvin Gastelum,Brian Melancon
UFC Fight Night: Condit vs Kampmann 2,Court McGee vs. Robert Whittaker,http://ufcstats.com/fight-details/f18ea0d8b472dc1e,,Court McGee,Robert Whittaker
UFC Fight Night: Condit vs Kampmann 2,Takeya Mizugaki vs. Erik Perez,http://ufcstats.com/fight-details/382d626d45c36f14,,Takeya Mizugaki,Erik Perez
UFC Fight Night: Condit vs Kampmann 2,Brad Tavares vs. Robert McDaniel,http://ufcstats.com/fight-details/8ab4682a544f3c49,,Brad Tavares,Robert McDaniel
UFC Fight Night: Condit vs Kampmann 2,Dylan Andrews vs. Papy Abedi,http://ufcstats.com/fight-details/a86b801279e0ef4a,,Dylan Andrews,Papy Abedi
UFC Fight Night: Condit vs Kampmann 2,Brandon Thatch vs. Justin Edwards,http://ufcstats.com/fight-details/964eb53864554ed0,,Brandon Thatch,Justin Edwards
UFC Fight Night: Condit vs Kampmann 2,Darren Elkins vs. Hatsu Hioki,http://ufcstats.com/fight-details/dd1131c208475365,,Darren Elkins,Hatsu Hioki
UFC Fight Night: Condit vs Kampmann 2,Jason High vs. James Head,http://ufcstats.com/fight-details/e1f9390c465a2988,,Jason High,James Head
UFC Fight Night: Condit vs Kampmann 2,Zak Cummings vs. Ben Alloway,http://ufcstats.com/fight-details/602e8602fe9c9121,,Zak Cummings,Ben Alloway
UFC Fight Night: Condit vs Kampmann 2,Roger Bowling vs. Abel Trujillo,http://ufcstats.com/fight-details/6b30fe49b6df63de,,Roger Bowling,Abel Trujillo
UFC Fight Night: Shogun vs Sonnen,Chael Sonnen vs. Mauricio Rua,http://ufcstats.com/fight-details/1308a39eec6f86cc,,Chael Sonnen,Mauricio Rua
UFC Fight Night: Shogun vs Sonnen,Travis Browne vs. Alistair Overeem,http://ufcstats.com/fight-details/eefc526e320524e6,,Travis Browne,Alistair Overeem
UFC Fight Night: Shogun vs Sonnen,Urijah Faber vs. Iuri Alcantara,http://ufcstats.com/fight-details/751f2796809d2a6f,,Urijah Faber,Iuri Alcantara
UFC Fight Night: Shogun vs Sonnen,Matt Brown vs. Mike Pyle,http://ufcstats.com/fight-details/85ee3b5995874141,,Matt Brown,Mike Pyle
UFC Fight Night: Shogun vs Sonnen,John Howard vs. Uriah Hall,http://ufcstats.com/fight-details/47dd6356ceb2eba8,,John Howard,Uriah Hall
UFC Fight Night: Shogun vs Sonnen,Michael Johnson vs. Joe Lauzon,http://ufcstats.com/fight-details/320580a92d5c2924,,Michael Johnson,Joe Lauzon
UFC Fight Night: Shogun vs Sonnen,Michael McDonald vs. Brad Pickett,http://ufcstats.com/fight-details/8e41d022b55277ae,,Michael McDonald,Brad Pickett
UFC Fight Night: Shogun vs Sonnen,Conor McGregor vs. Max Holloway,http://ufcstats.com/fight-details/5d839e4eda09d6e4,,Conor McGregor,Max Holloway
UFC Fight Night: Shogun vs Sonnen,Steven Siler vs. Mike Brown,http://ufcstats.com/fight-details/05dce98da0acefd8,,Steven Siler,Mike Brown
UFC Fight Night: Shogun vs Sonnen,Diego Brandao vs. Daniel Pineda,http://ufcstats.com/fight-details/a2c0f4142ba4ba75,,Diego Brandao,Daniel Pineda
UFC Fight Night: Shogun vs Sonnen,Manvel Gamburyan vs. Cole Miller,http://ufcstats.com/fight-details/0f74449bf6f64616,,Manvel Gamburyan,Cole Miller
UFC Fight Night: Shogun vs Sonnen,Ovince Saint Preux vs. Cody Donovan,http://ufcstats.com/fight-details/5135e078b807f9a2,,Ovince Saint Preux,Cody Donovan
UFC Fight Night: Shogun vs Sonnen,James Vick vs. Ramsey Nijem,http://ufcstats.com/fight-details/f12126b5c49a318a,,James Vick,Ramsey Nijem
UFC 163: Aldo vs Jung,Jose Aldo vs. Chan Sung Jung,http://ufcstats.com/fight-details/72e1b3e1224f5314,163,Jose Aldo,Chan Sung Jung
UFC 163: Aldo vs Jung,Phil Davis vs. Lyoto Machida,http://ufcstats.com/fight-details/a602962f1dda3205,163,Phil Davis,Lyoto Machida
UFC 163: Aldo vs Jung,Cezar Ferreira vs. Thiago Santos,http://ufcstats.com/fight-details/1acdcfe32d975f42,163,Cezar Ferreira,Thiago Santos
UFC 163: Aldo vs Jung,Thales Leites vs. Tom Watson,http://ufcstats.com/fight-details/af0327945c9656e0,163,Thales Leites,Tom Watson
UFC 163: Aldo vs Jung,John Lineker vs. Jose Maria,http://ufcstats.com/fight-details/5f9b11f4cb3057f2,163,John Lineker,Jose Maria
UFC 163: Aldo vs Jung,Anthony Perosh vs. Vinny Magalhaes,http://ufcstats.com/fight-details/4c6030fafb46330f,163,Anthony Perosh,Vinny Magalhaes
UFC 163: Aldo vs Jung,Amanda Nunes vs. Sheila Gaff,http://ufcstats.com/fight-details/168413032bb51ce0,163,Amanda Nunes,Sheila Gaff
UFC 163: Aldo vs Jung,Sergio Moraes vs. Neil Magny,http://ufcstats.com/fight-details/3846db1456151f80,163,Sergio Moraes,Neil Magny
UFC 163: Aldo vs Jung,Ian McCall vs. Iliarde Santos,http://ufcstats.com/fight-details/5f2065f737591226,163,Ian McCall,Iliarde Santos
UFC 163: Aldo vs Jung,Rani Yahya vs. Josh Clopton,http://ufcstats.com/fight-details/bf6857338637013b,163,Rani Yahya,Josh Clopton
UFC 163: Aldo vs Jung,Francimar Barroso vs. Ednaldo Oliveira,http://ufcstats.com/fight-details/7b97ca2c378e7782,163,Francimar Barroso,Ednaldo Oliveira
UFC 163: Aldo vs Jung,Viscardi Andrade vs. Bristol Marunde,http://ufcstats.com/fight-details/4f8b6eecb0361290,163,Viscardi Andrade,Bristol Marunde
UFC on FOX: Johnson vs Moraga,Demetrious Johnson vs. John Moraga,http://ufcstats.com/fight-details/edc00a33666b0b59,,Demetrious Johnson,John Moraga
UFC on FOX: Johnson vs Moraga,Rory MacDonald vs. Jake Ellenberger,http://ufcstats.com/fight-details/3f14c96ea899321d,,Rory MacDonald,Jake Ellenberger
UFC on FOX: Johnson vs Moraga,Robbie Lawler vs. Bobby Voelker,http://ufcstats.com/fight-details/f747701638da90ae,,Robbie Lawler,Bobby Voelker
UFC on FOX: Johnson vs Moraga,Liz Carmouche vs. Jessica Andrade,http://ufcstats.com/fight-details/c543563958093446,,Liz Carmouche,Jessica Andrade
UFC on FOX: Johnson vs Moraga,Jorge Masvidal vs. Michael Chiesa,http://ufcstats.com/fight-details/900ae72adbf7c49f,,Jorge Masvidal,Michael Chiesa
UFC on FOX: Johnson vs Moraga,Danny Castillo vs. Tim Means,http://ufcstats.com/fight-details/dbd0ffc84699ad6b,,Danny Castillo,Tim Means
UFC on FOX: Johnson vs Moraga,Melvin Guillard vs. Mac Danzig,http://ufcstats.com/fight-details/7ec61e2b0728e6d4,,Melvin Guillard,Mac Danzig
UFC on FOX: Johnson vs Moraga,Daron Cruickshank vs. Yves Edwards,http://ufcstats.com/fight-details/cf6b9a001b0824de,,Daron Cruickshank,Yves Edwards
UFC on FOX: Johnson vs Moraga,Ed Herman vs. Trevor Smith,http://ufcstats.com/fight-details/c5603628f7ae84d3,,Ed Herman,Trevor Smith
UFC on FOX: Johnson vs Moraga,Germaine de Randamie vs. Julie Kedzie,http://ufcstats.com/fight-details/dbab923a090fe93f,,Germaine de Randamie,Julie Kedzie
UFC on FOX: Johnson vs Moraga,Justin Salas vs. Aaron Riley,http://ufcstats.com/fight-details/b616969d55fb2d7a,,Justin Salas,Aaron Riley
UFC on FOX: Johnson vs Moraga,Yaotzin Meza vs. John Albert,http://ufcstats.com/fight-details/9cb8fe20b05d886e,,Yaotzin Meza,John Albert
UFC 162: Silva vs Weidman,Chris Weidman vs. Anderson Silva,http://ufcstats.com/fight-details/9a6a6716cdfadc98,162,Chris Weidman,Anderson Silva
UFC 162: Silva vs Weidman,Frankie Edgar vs. Charles Oliveira,http://ufcstats.com/fight-details/6453b20a65c62cfe,162,Frankie Edgar,Charles Oliveira
UFC 162: Silva vs Weidman,Tim Kennedy vs. Roger Gracie,http://ufcstats.com/fight-details/b57f68fa967fa59e,162,Tim Kennedy,Roger Gracie
UFC 162: Silva vs Weidman,Mark Munoz vs. Tim Boetsch,http://ufcstats.com/fight-details/8c124a6196e39ad8,162,Mark Munoz,Tim Boetsch
UFC 162: Silva vs Weidman,Cub Swanson vs. Dennis Siver,http://ufcstats.com/fight-details/c3601529b7a7d489,162,Cub Swanson,Dennis Siver
UFC 162: Silva vs Weidman,Andrew Craig vs. Chris Leben,http://ufcstats.com/fight-details/701279417e0bf776,162,Andrew Craig,Chris Leben
UFC 162: Silva vs Weidman,Norman Parke vs. Kazuki Tokudome,http://ufcstats.com/fight-details/86bbe429ae27d913,162,Norman Parke,Kazuki Tokudome
UFC 162: Silva vs Weidman,Gabriel Gonzaga vs. Dave Herman,http://ufcstats.com/fight-details/c5de5c3633a0bfce,162,Gabriel Gonzaga,Dave Herman
UFC 162: Silva vs Weidman,Edson Barboza vs. Rafaello Oliveira,http://ufcstats.com/fight-details/005723fb99440272,162,Edson Barboza,Rafaello Oliveira
UFC 162: Silva vs Weidman,Brian Melancon vs. Seth Baczynski,http://ufcstats.com/fight-details/faca931257ad2e92,162,Brian Melancon,Seth Baczynski
UFC 162: Silva vs Weidman,Mike Pierce vs. David Mitchell,http://ufcstats.com/fight-details/a7cc5dc1a5c1e643,162,Mike Pierce,David Mitchell
UFC 161: Evans vs Henderson,Rashad Evans vs. Dan Henderson,http://ufcstats.com/fight-details/c8ec6fd9aa2dcc23,161,Rashad Evans,Dan Henderson
UFC 161: Evans vs Henderson,Stipe Miocic vs. Roy Nelson,http://ufcstats.com/fight-details/a4daf2f24acdcd43,161,Stipe Miocic,Roy Nelson
UFC 161: Evans vs Henderson,Ryan Jimmo vs. Igor Pokrajac,http://ufcstats.com/fight-details/44ca8997a3e5cda8,161,Ryan Jimmo,Igor Pokrajac
UFC 161: Evans vs Henderson,Alexis Davis vs. Rosi Sexton,http://ufcstats.com/fight-details/4912788e449ce79a,161,Alexis Davis,Rosi Sexton
UFC 161: Evans vs Henderson,Shawn Jordan vs. Pat Barry,http://ufcstats.com/fight-details/27ff1bfeb2d50b38,161,Shawn Jordan,Pat Barry
UFC 161: Evans vs Henderson,Jake Shields vs. Tyron Woodley,http://ufcstats.com/fight-details/43d1693f0198a93e,161,Jake Shields,Tyron Woodley
UFC 161: Evans vs Henderson,James Krause vs. Sam Stout,http://ufcstats.com/fight-details/63af858a04c1ad79,161,James Krause,Sam Stout
UFC 161: Evans vs Henderson,Sean Pierson vs. Kenny Robertson,http://ufcstats.com/fight-details/177c1956907ed687,161,Sean Pierson,Kenny Robertson
UFC 161: Evans vs Henderson,Roland Delorme vs. Edwin Figueroa,http://ufcstats.com/fight-details/8b08b73f16ff7b3b,161,Roland Delorme,Edwin Figueroa
UFC 161: Evans vs Henderson,Mitch Clarke vs. John Maguire,http://ufcstats.com/fight-details/5deeecb6aaa5dfd1,161,Mitch Clarke,John Maguire
UFC 161: Evans vs Henderson,Yves Jabouin vs. Dustin Pague,http://ufcstats.com/fight-details/19828eb12f6d41a8,161,Yves Jabouin,Dustin Pague
UFC on FUEL TV: Nogueira vs. Werdum,Fabricio Werdum vs. Antonio Rodrigo Nogueira,http://ufcstats.com/fight-details/8857bf28823b1b2d,,Fabricio Werdum,Antonio Rodrigo Nogueira
UFC on FUEL TV: Nogueira vs. Werdum,Leonardo Santos vs. William Macario,http://ufcstats.com/fight-details/bd9100f5d4ee6823,,Leonardo Santos,William Macario
UFC on FUEL TV: Nogueira vs. Werdum,Thiago Silva vs. Rafael Cavalcante,http://ufcstats.com/fight-details/2692ac9853970e08,,Thiago Silva,Rafael Cavalcante
UFC on FUEL TV: Nogueira vs. Werdum,Erick Silva vs. Jason High,http://ufcstats.com/fight-details/0e272af30a23e09b,,Erick Silva,Jason High
UFC on FUEL TV: Nogueira vs. Werdum,Daniel Sarafian vs. Eddie Mendez,http://ufcstats.com/fight-details/8c1787fe568f1ca6,,Daniel Sarafian,Eddie Mendez
UFC on FUEL TV: Nogueira vs. Werdum,Rony Jason vs. Mike Wilkinson,http://ufcstats.com/fight-details/c25c2000aa99832c,,Rony Jason,Mike Wilkinson
UFC on FUEL TV: Nogueira vs. Werdum,Raphael Assuncao vs. Vaughan Lee,http://ufcstats.com/fight-details/f5ebfe526cf409e8,,Raphael Assuncao,Vaughan Lee
UFC on FUEL TV: Nogueira vs. Werdum,Felipe Arantes vs. Godofredo Pepey,http://ufcstats.com/fight-details/d03618c86d395b43,,Felipe Arantes,Godofredo Pepey
UFC on FUEL TV: Nogueira vs. Werdum,Ildemar Alcantara vs. Leandro Silva,http://ufcstats.com/fight-details/b6d027c60f879e4a,,Ildemar Alcantara,Leandro Silva
UFC on FUEL TV: Nogueira vs. Werdum,Rodrigo Damm vs. Mizuto Hirota,http://ufcstats.com/fight-details/291bebbbf4f9128f,,Rodrigo Damm,Mizuto Hirota
UFC on FUEL TV: Nogueira vs. Werdum,Caio Magalhaes vs. Karlos Vemola,http://ufcstats.com/fight-details/401a21d881a1f26a,,Caio Magalhaes,Karlos Vemola
UFC on FUEL TV: Nogueira vs. Werdum,Antonio Braga Neto vs. Anthony Smith,http://ufcstats.com/fight-details/66b295262ef7ee91,,Antonio Braga Neto,Anthony Smith
UFC 160: Velasquez vs Silva 2,Cain Velasquez vs. Antonio Silva,http://ufcstats.com/fight-details/d51757fe7dd89f2d,160,Cain Velasquez,Antonio Silva
UFC 160: Velasquez vs Silva 2,Junior Dos Santos vs. Mark Hunt,http://ufcstats.com/fight-details/19d6c7f5263c9398,160,Junior Dos Santos,Mark Hunt
