EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL
UFC on FX: Belfort vs. Rockhold ,Francisco Trinaldo vs. Mike Rio,W/L,Lightweight Bout,Submission ,1,3:08,3 Rnd (5-5-5),Kevin Mulhall,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/91f33ac24fb39eca
UFC on FX: Belfort vs. Rockhold ,Gleison Tibau vs. John Cholish,W/L,Lightweight Bout,Submission ,2,2:34,3 Rnd (5-5-5),Leon Roberts,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/edc4e54d5258eea8
UFC on FX: Belfort vs. Rockhold ,Paulo Thiago vs. Michel Prazeres,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,Guilherme Bravo 28 - 29.Doug Crosby 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/4b4c4df2778538d9
UFC on FX: Belfort vs. Rockhold ,Iuri Alcantara vs. Iliarde Santos,W/L,Bantamweight Bout,KO/TKO ,1,2:31,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/019b88d4ac875ae4
UFC on FX: Belfort vs. Rockhold ,Fabio Maldonado vs. Roger Hollett,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Howard Hughes 28 - 29.Doug Crosby 27 - 29.Cardo Urso 27 - 29.,http://ufcstats.com/fight-details/11249454ed5fd71f
UFC on FX: Belfort vs. Rockhold ,John Lineker vs. Azamat Gashimov,W/L,Flyweight Bout,KO/TKO ,2,1:07,3 Rnd (5-5-5),Mario Yamasaki,Punch to Body At Distance ,http://ufcstats.com/fight-details/8aff100107d0ba11
UFC on FX: Belfort vs. Rockhold ,Jussier Formiga vs. Chris Cariaso,W/L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Ben Cartlidge 28 - 29.Doug Crosby 28 - 29.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/caa56c26127bf7e8
UFC on FX: Belfort vs. Rockhold ,Lucas Martins vs. Jeremy Larsen,W/L,Lightweight Bout,KO/TKO ,3,0:13,3 Rnd (5-5-5),Mario Yamasaki,Punch to Head At Distance ,http://ufcstats.com/fight-details/eacfc05c3e5ead5e
UFC 159: Jones vs Sonnen ,Jon Jones vs. Chael Sonnen,W/L,UFC Light Heavyweight Title Bout,KO/TKO ,1,4:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punches to Head On Ground ,http://ufcstats.com/fight-details/8151421edf24a821
UFC 159: Jones vs Sonnen ,Michael Bisping vs. Alan Belcher,W/L,Middleweight Bout,Decision - Unanimous ,3,4:31,3 Rnd (5-5-5),Herb Dean,Technical Decision - Eye PokeEric Colon 27 - 30.Dave Tirelli 27 - 30.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/1ac61e415deca2fe
UFC 159: Jones vs Sonnen ,Roy Nelson vs. Cheick Kongo,W/L,Heavyweight Bout,KO/TKO ,1,2:03,3 Rnd (5-5-5),Kevin Mulhall,Punch to Head At Distance ,http://ufcstats.com/fight-details/04e6a26fe2a4017d
UFC 159: Jones vs Sonnen ,Phil Davis vs. Vinny Magalhaes,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Eric Colon 27 - 30.Tony Tamburrino 27 - 30.Dave Tirelli 28 - 29.,http://ufcstats.com/fight-details/c29850ed8d9d1073
UFC 159: Jones vs Sonnen ,Jim Miller vs. Pat Healy,NC/NC,Lightweight Bout,Overturned ,3,4:02,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by Healy,http://ufcstats.com/fight-details/bb59b82bddc96cca
UFC 159: Jones vs Sonnen ,Rustam Khabilov vs. Yancy Medeiros,W/L,Lightweight Bout,TKO - Doctor's Stoppage ,1,2:32,3 Rnd (5-5-5),Dan Miragliotta,Thumb Injury,http://ufcstats.com/fight-details/59ad5b88804afbf5
UFC 159: Jones vs Sonnen ,Gian Villante vs. Ovince Saint Preux,L/W,Light Heavyweight Bout,Decision - Majority ,3,0:33,3 Rnd (5-5-5),Kevin Mulhall,Technical Decision - Eye PokeEric Colon 28 - 30.Michael Depasquale 29 - 30.Jose Tabora 29 - 29.,http://ufcstats.com/fight-details/523e8ca343a0becc
UFC 159: Jones vs Sonnen ,Sara McMann vs. Sheila Gaff,W/L,Women's Bantamweight Bout,KO/TKO ,1,4:06,3 Rnd (5-5-5),Gasper Oliver,Punches to Head From Side Control ,http://ufcstats.com/fight-details/fb30b2752d3dc1eb
UFC 159: Jones vs Sonnen ,Bryan Caraway vs. Johnny Bedford,W/L,Bantamweight Bout,Submission ,3,4:44,3 Rnd (5-5-5),Keith Peterson,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/372a0456aa4ff6cf
UFC 159: Jones vs Sonnen ,Leonard Garcia vs. Cody McKenzie,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Michael Depasquale 28 - 29.Sue Sanidad 27 - 30.Tony Tamburrino 27 - 30.,http://ufcstats.com/fight-details/44ad16cd4e6c93d7
UFC 159: Jones vs Sonnen ,Steven Siler vs. Kurt Holobaugh,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Gasper Oliver,Sue Sanidad 28 - 29.Dave Tirelli 28 - 29.Cardo Urso 28 - 29.,http://ufcstats.com/fight-details/6d6a1834e0d18f0c
UFC on FOX: Henderson vs Melendez ,Benson Henderson vs. Gilbert Melendez,W/L,UFC Lightweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),John McCarthy,Mike Bell 47 - 48.Wade Vierra 48 - 47.Derek Cleary 47 - 48.,http://ufcstats.com/fight-details/6599a94704d56719
UFC on FOX: Henderson vs Melendez ,Frank Mir vs. Daniel Cormier,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30.Derek Cleary 27 - 30.Steven Davis 27 - 30.,http://ufcstats.com/fight-details/4dd561df1ca58ab8
UFC on FOX: Henderson vs Melendez ,Nate Diaz vs. Josh Thomson,L/W,Lightweight Bout,KO/TKO ,2,3:44,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance ,http://ufcstats.com/fight-details/56ce29bdb1fe9abf
UFC on FOX: Henderson vs Melendez ,Matt Brown vs. Jordan Mein,W/L,Welterweight Bout,KO/TKO ,2,1:00,3 Rnd (5-5-5),John McCarthy,Elbows to Body On Ground ,http://ufcstats.com/fight-details/004885f7983f4658
UFC on FOX: Henderson vs Melendez ,Chad Mendes vs. Darren Elkins,W/L,Featherweight Bout,KO/TKO ,1,1:08,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/d13ea6559225991f
UFC on FOX: Henderson vs Melendez ,Francis Carmont vs. Lorenz Larkin,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Mike Bell 28 - 29.Derek Cleary 28 - 29.Edward Collantes 28 - 29.,http://ufcstats.com/fight-details/3566c8e9d3a9caa8
UFC on FOX: Henderson vs Melendez ,Ramsey Nijem vs. Myles Jury,L/W,Lightweight Bout,KO/TKO ,2,1:02,3 Rnd (5-5-5),John McCarthy,Punch to Head At Distance ,http://ufcstats.com/fight-details/704adfae22d0dfb8
UFC on FOX: Henderson vs Melendez ,Joseph Benavidez vs. Darren Uyenoyama,W/L,Flyweight Bout,KO/TKO ,2,4:50,3 Rnd (5-5-5),Herb Dean,Punch to Body At Distance ,http://ufcstats.com/fight-details/a6797238f9f98644
UFC on FOX: Henderson vs Melendez ,Tim Means vs. Jorge Masvidal,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mike Beltran,Derek Cleary 28 - 29.Edward Collantes 28 - 29.Steven Davis 28 - 29.,http://ufcstats.com/fight-details/786033c27fdaa020
UFC on FOX: Henderson vs Melendez ,TJ Dillashaw vs. Hugo Viana,W/L,Bantamweight Bout,KO/TKO ,1,4:22,3 Rnd (5-5-5),John McCarthy,Punches to Head At Distance ,http://ufcstats.com/fight-details/b229ee2997b70d16
UFC on FOX: Henderson vs Melendez ,Anthony Njokuani vs. Roger Bowling,W/L,Lightweight Bout,KO/TKO ,2,2:52,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/56ad1de1924984ad
UFC on FOX: Henderson vs Melendez ,Clifford Starks vs. Yoel Romero,L/W,Middleweight Bout,KO/TKO ,1,1:32,3 Rnd (5-5-5),Mike Beltran,Flying Knee Head ,http://ufcstats.com/fight-details/c8a48abe3263f796
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Urijah Faber vs. Scott Jorgensen,W/L,Bantamweight Bout,Submission ,4,3:16,5 Rnd (5-5-5-5-5),Steve Mazzagatti,Rear Naked Choke ,http://ufcstats.com/fight-details/b4d0659f60c8aa7c
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Uriah Hall vs. Kelvin Gastelum,L/W,Ultimate Fighter 17 Middleweight Tournament Title Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/f286aad7b3558b21
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Miesha Tate vs. Cat Zingano,L/W,Women's Bantamweight Bout,KO/TKO ,3,2:55,3 Rnd (5-5-5),Kim Winslow,Knees to Head In Clinch ,http://ufcstats.com/fight-details/2594287e8fa31404
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Travis Browne vs. Gabriel Gonzaga,W/L,Heavyweight Bout,KO/TKO ,1,1:11,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head In Clinch ,http://ufcstats.com/fight-details/5ba1e6f5519074c9
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Robert McDaniel vs. Gilbert Smith,W/L,Middleweight Bout,Submission ,3,2:49,3 Rnd (5-5-5),Steve Mazzagatti,Triangle Choke On Ground ,http://ufcstats.com/fight-details/dc85144d1d945076
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Josh Samman vs. Kevin Casey,W/L,Middleweight Bout,KO/TKO ,2,2:17,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch ,http://ufcstats.com/fight-details/5067fe22dbc4baff
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Luke Barnatt vs. Collin Hart,W/L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Sal D'amato 28 - 29.Junichiro Kamijo 28 - 29.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/8c8468ed2878dc0a
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Dylan Andrews vs. Jimmy Quinlan,W/L,Middleweight Bout,KO/TKO ,1,3:22,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/adf590055f922f5b
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Bristol Marunde vs. Clint Hester,L/W,Middleweight Bout,KO/TKO ,3,3:53,3 Rnd (5-5-5),Steve Mazzagatti,Elbow to Head At Distance ,http://ufcstats.com/fight-details/40a43ffdd1624bed
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Cole Miller vs. Bart Palaszewski,W/L,Featherweight Bout,Submission ,1,4:23,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/4f850f7e35d85bb8
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Sam Sicilia vs. Maximo Blanco,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kim Winslow,Adalaide Byrd 28 - 29.Mark Smith 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/0a5a021cb11299bf
The Ultimate Fighter: Team Jones vs. Team Sonnen Finale ,Justin Lawrence vs. Daniel Pineda,L/W,Featherweight Bout,Submission ,1,1:35,3 Rnd (5-5-5),Chris Tognoni,Kimura From Side Control ,http://ufcstats.com/fight-details/ae0fdb792308b0f8
UFC on FUEL TV: Mousasi vs Latifi ,Gegard Mousasi vs. Ilir Latifi,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Jim Bergman 27 - 30.Mark Collett 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/3509779ebe302d06
UFC on FUEL TV: Mousasi vs Latifi ,Ryan Couture vs. Ross Pearson,L/W,Lightweight Bout,KO/TKO ,2,3:45,3 Rnd (5-5-5),Leon Roberts,Punches to Head At Distance ,http://ufcstats.com/fight-details/fa520c5834cda94e
UFC on FUEL TV: Mousasi vs Latifi ,Matt Mitrione vs. Philip De Fries,W/L,Heavyweight Bout,KO/TKO ,1,0:19,3 Rnd (5-5-5),Marc Goddard,Punches to Head On Ground ,http://ufcstats.com/fight-details/a89b9eeacdb85ec1
UFC on FUEL TV: Mousasi vs Latifi ,Brad Pickett vs. Mike Easton,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Andreas Ramsby 29 - 28.Mark Collett 27 - 30.Howard Hughes 27 - 30.,http://ufcstats.com/fight-details/4e69c86d09c9f782
UFC on FUEL TV: Mousasi vs Latifi ,Diego Brandao vs. Pablo Garza,W/L,Featherweight Bout,Submission ,1,3:27,3 Rnd (5-5-5),Marko Gyllenland,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/f3ebaf9af44c1e6d
UFC on FUEL TV: Mousasi vs Latifi ,Akira Corassani vs. Robert Peralta,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Jim Bergman 27 - 30.Mark Collett 27 - 30.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/53467e6296c2e5e6
UFC on FUEL TV: Mousasi vs Latifi ,Reza Madadi vs. Michael Johnson,W/L,Lightweight Bout,Submission ,3,1:33,3 Rnd (5-5-5),Marko Gyllenland,D'Arce Choke On Ground ,http://ufcstats.com/fight-details/bc0779b232828e67
UFC on FUEL TV: Mousasi vs Latifi ,Tor Troeng vs. Adam Cella,W/L,Middleweight Bout,Submission ,1,3:11,3 Rnd (5-5-5),Marc Goddard,Rear Naked Choke ,http://ufcstats.com/fight-details/7047b70f28c2d2fd
UFC on FUEL TV: Mousasi vs Latifi ,Chris Spang vs. Adlan Amagov,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Leon Roberts,Jim Bergman 27 - 30.Mark Collett 27 - 30.Howard Hughes 27 - 30.,http://ufcstats.com/fight-details/9eb1ce435cc1536e
UFC on FUEL TV: Mousasi vs Latifi ,Marcus Brimage vs. Conor McGregor,L/W,Featherweight Bout,KO/TKO ,1,1:07,3 Rnd (5-5-5),Robert Sundel,Punches to Head At Distance ,http://ufcstats.com/fight-details/24393bea0c4cf49a
UFC on FUEL TV: Mousasi vs Latifi ,Ben Alloway vs. Ryan LaFlare,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kristian Hacklou,Howard Hughes 27 - 30.Andreas Ramsby 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/8b0ff8defc1a14f4
UFC on FUEL TV: Mousasi vs Latifi ,Michael Kuiper vs. Tom Lawlor,L/W,Middleweight Bout,Submission ,2,1:05,3 Rnd (5-5-5),Marko Gyllenland,Guillotine Choke On Ground ,http://ufcstats.com/fight-details/438f5404c43303b8
UFC on FUEL TV: Mousasi vs Latifi ,Papy Abedi vs. Besam Yousef,W/L,Welterweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Robert Sundel,Andreas Ramsby 29 - 28.Jim Bergman 28 - 29.Howard Hughes 28 - 29.,http://ufcstats.com/fight-details/e67e15cc6578d1c3
UFC 158: St-Pierre vs Diaz ,Georges St-Pierre vs. Nick Diaz,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Yves Lavigne,Richard Bertrand 45 - 50.Sal D'amato 45 - 50.David Therien 45 - 50.,http://ufcstats.com/fight-details/e5e3c3a055df3016
UFC 158: St-Pierre vs Diaz ,Carlos Condit vs. Johny Hendricks,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29.Sal D'amato 28 - 29.Benoit Roussel 28 - 29.,http://ufcstats.com/fight-details/29398b15b94c3847
UFC 158: St-Pierre vs Diaz ,Jake Ellenberger vs. Nate Marquardt,W/L,Welterweight Bout,KO/TKO ,1,3:00,3 Rnd (5-5-5),Philippe Chartier,Punch to Head In Clinch ,http://ufcstats.com/fight-details/5adcbd20eed3795d
UFC 158: St-Pierre vs Diaz ,Nick Ring vs. Chris Camozzi,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc-Andre Cote,Richard Bertrand 28 - 29.Benoit Roussel 29 - 28.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/79dcde3ad50f6165
UFC 158: St-Pierre vs Diaz ,Mike Ricci vs. Colin Fletcher,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),,Claude Paquette 27 - 30.Benoit Roussel 27 - 30.David Therien 27 - 30.,http://ufcstats.com/fight-details/cc6e74d0558b7340
UFC 158: St-Pierre vs Diaz ,Patrick Cote vs. Bobby Voelker,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Richard Bertrand 28 - 29.Sal D'amato 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/d0797451df1de80f
UFC 158: St-Pierre vs Diaz ,Antonio Carvalho vs. Darren Elkins,L/W,Featherweight Bout,KO/TKO ,1,3:06,3 Rnd (5-5-5),Yves Lavigne,Punch to Head At Distance ,http://ufcstats.com/fight-details/7b9de06ef8c09ba6
UFC 158: St-Pierre vs Diaz ,Dan Miller vs. Jordan Mein,L/W,Welterweight Bout,KO/TKO ,1,4:42,3 Rnd (5-5-5),Marc-Andre Cote,Punches to Body In Clinch ,http://ufcstats.com/fight-details/b6c46c3c239e7863
UFC 158: St-Pierre vs Diaz ,John Makdessi vs. Daron Cruickshank,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Claude Paquette 28 - 29.Benoit Roussel 28 - 29.David Therien 28 - 29.,http://ufcstats.com/fight-details/0bd0ca01a255038c
UFC 158: St-Pierre vs Diaz ,Rick Story vs. Quinn Mulhern,W/L,Welterweight Bout,KO/TKO ,1,3:05,3 Rnd (5-5-5),Marc-Andre Cote,Punch to Head In Clinch ,http://ufcstats.com/fight-details/9030c92a161afaf9
UFC 158: St-Pierre vs Diaz ,TJ Dillashaw vs. Issei Tamura,W/L,Bantamweight Bout,KO/TKO ,2,0:26,3 Rnd (5-5-5),Yves Lavigne,Kick to Head At Distance ,http://ufcstats.com/fight-details/9c3db86db300119e
UFC 158: St-Pierre vs Diaz ,George Roop vs. Reuben Duran,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Philippe Chartier,Sal D'amato 28 - 29.Claude Paquette 28 - 29.Benoit Roussel 27 - 30.,http://ufcstats.com/fight-details/8e4650807ea06626
UFC on FUEL TV: Silva vs. Stann ,Wanderlei Silva vs. Brian Stann,W/L,Light Heavyweight Bout,KO/TKO ,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/e2b547e64f6532bb
UFC on FUEL TV: Silva vs. Stann ,Stefan Struve vs. Mark Hunt,L/W,Heavyweight Bout,KO/TKO ,3,1:44,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/c996b2ff10a915b1
UFC on FUEL TV: Silva vs. Stann ,Takanori Gomi vs. Diego Sanchez,L/W,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Barry Foley 28 - 29.Ben Cartlidge 29 - 28.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/1acde2739237c4f8
UFC on FUEL TV: Silva vs. Stann ,Yushin Okami vs. Hector Lombard,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Charlie Keech 29 - 28.Barry Foley 28 - 29.Junichiro Kamijo 28 - 29.,http://ufcstats.com/fight-details/e830cb1df07f3466
UFC on FUEL TV: Silva vs. Stann ,Mizuto Hirota vs. Rani Yahya,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Ben Cartlidge 28 - 29.Junichiro Kamijo 28 - 29.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/1dcc880fc80e6332
UFC on FUEL TV: Silva vs. Stann ,Dong Hyun Kim vs. Siyar Bahadurzada,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Ben Cartlidge 27 - 30.Barry Foley 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/e0bdef2580715030
UFC on FUEL TV: Silva vs. Stann ,Riki Fukuda vs. Brad Tavares,L/W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Barry Foley 28 - 29.Junichiro Kamijo 28 - 29.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/c79c00f5443c2f6e
UFC on FUEL TV: Silva vs. Stann ,Takeya Mizugaki vs. Bryan Caraway,W/L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 28 - 29.Ben Cartlidge 29 - 28.Chris Watts 28 - 29.,http://ufcstats.com/fight-details/7af713ee9e3006eb
UFC on FUEL TV: Silva vs. Stann ,Cristiano Marcello vs. Kazuki Tokudome,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Thomas Fan,Ben Cartlidge 27 - 30.Barry Foley 27 - 30.Charlie Keech 27 - 30.,http://ufcstats.com/fight-details/8666332154fc6f4a
UFC on FUEL TV: Silva vs. Stann ,Alex Caceres vs. Kyung Ho Kang,NC/NC,Bantamweight Bout,Overturned ,3,5:00,3 Rnd (5-5-5),Herb Dean,Failed Drug Test by CaceresJunichiro Kamijo 28 - 29.Chris Watts 29 - 28.Charlie Keech 28 - 29.,http://ufcstats.com/fight-details/be70a2f68f6ad3e7
UFC on FUEL TV: Silva vs. Stann ,Marcelo Guimaraes vs. Hyun Gyu Lim,L/W,Welterweight Bout,KO/TKO ,2,4:00,3 Rnd (5-5-5),Thomas Fan,Knee to Head At Distance ,http://ufcstats.com/fight-details/68e1a69423360900
UFC 157: Rousey vs Carmouche ,Ronda Rousey vs. Liz Carmouche,W/L,UFC Women's Bantamweight Title Bout,Submission ,1,4:49,5 Rnd (5-5-5-5-5),John McCarthy,Armbar On Ground ,http://ufcstats.com/fight-details/e9e6023dbba9a8b0
UFC 157: Rousey vs Carmouche ,Lyoto Machida vs. Dan Henderson,W/L,Light Heavyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Cecil Peoples 29 - 28.Mike Bell 28 - 29.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/ee43dc83049ecc8d
UFC 157: Rousey vs Carmouche ,Urijah Faber vs. Ivan Menjivar,W/L,Bantamweight Bout,Submission ,1,4:34,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/785c0e68b34ea383
UFC 157: Rousey vs Carmouche ,Court McGee vs. Josh Neer,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),John McCarthy,Mike Bell 27 - 30.Mike Beltran 27 - 30.Wade Vierra 27 - 30.,http://ufcstats.com/fight-details/db43605f10bd67b4
UFC 157: Rousey vs Carmouche ,Josh Koscheck vs. Robbie Lawler,L/W,Welterweight Bout,KO/TKO ,1,3:57,3 Rnd (5-5-5),Herb Dean,Punches to Head On Ground ,http://ufcstats.com/fight-details/b4db19e62f087a7f
UFC 157: Rousey vs Carmouche ,Brendan Schaub vs. Lavar Johnson,W/L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Beltran 27 - 30.Derek Cleary 27 - 30.Cecil Peoples 27 - 30.,http://ufcstats.com/fight-details/50eb4822a74a417e
UFC 157: Rousey vs Carmouche ,Michael Chiesa vs. Anton Kuivanen,W/L,Lightweight Bout,Submission ,2,2:29,3 Rnd (5-5-5),John McCarthy,Rear Naked Choke ,http://ufcstats.com/fight-details/69f8e2ba5d1048d4
UFC 157: Rousey vs Carmouche ,Dennis Bermudez vs. Matt Grice,W/L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Herb Dean,Wade Vierra 29 - 28.Mike Bell 28 - 29.Mike Beltran 28 - 29.,http://ufcstats.com/fight-details/80769cf090fa34dd
UFC 157: Rousey vs Carmouche ,Sam Stout vs. Caros Fodor,W/L,Lightweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 29 - 28.Mike Beltran 28 - 29.Cecil Peoples 28 - 29.,http://ufcstats.com/fight-details/2b3a1c063245e280
UFC 157: Rousey vs Carmouche ,Kenny Robertson vs. Brock Jardine,W/L,Welterweight Bout,Submission ,1,2:57,3 Rnd (5-5-5),John McCarthy,Suloev Stretch From Back Control ,http://ufcstats.com/fight-details/2a8ff828e4891b82
UFC 157: Rousey vs Carmouche ,Jon Manley vs. Neil Magny,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Derek Cleary 27 - 30.Cecil Peoples 27 - 30.Mike Bell 28 - 29.,http://ufcstats.com/fight-details/919ddc634c54ad20
UFC 157: Rousey vs Carmouche ,Nah-Shon Burrell vs. Yuri Villefort,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Derek Cleary 28 - 29.Wade Vierra 28 - 29.,http://ufcstats.com/fight-details/69ca032aaef2e3d0
UFC on FUEL TV: Barao vs McDonald ,Renan Barao vs. Michael McDonald,W/L,UFC Interim Bantamweight Title Bout,Submission ,4,3:57,5 Rnd (5-5-5-5-5),Marc Goddard,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/3dbf17b9946d26db
UFC on FUEL TV: Barao vs McDonald ,Cub Swanson vs. Dustin Poirier,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin Mulhall,Chris Lee 28 - 29.Chris Watts 27 - 30.Andy Roberts 27 - 30.,http://ufcstats.com/fight-details/493b7a8e3253b133
UFC on FUEL TV: Barao vs McDonald ,Jimi Manuwa vs. Cyrille Diabate,W/L,Light Heavyweight Bout,TKO - Doctor's Stoppage ,1,5:00,3 Rnd (5-5-5),Leon Roberts,Leg Injury,http://ufcstats.com/fight-details/2968840a5f24ce9f
UFC on FUEL TV: Barao vs McDonald ,Gunnar Nelson vs. Jorge Santiago,W/L,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Aaron Chatfield 28 - 29.Andy Roberts 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/7549887ba7ae86e6
